N5,ああ,嗚呼,"ah !, oh !, hey!",
N4,あいさつ,挨拶,salutation,
N5,あいさつする,挨拶する,saluer,
N4,あいだ,間,"entre, parmi, pendant que",
N5,あう,会う・遭う [五段],"rencontrer, voir (une personne)",
N4,あう,合う [五段],convenir,
N5,あお,青,"bleu (le), vert (le)",
N5,あおい,青い・蒼い,"bleu, vert, inexpérimenté",
N5,あか,赤,rouge (le),
N5,あかい,赤い,rouge,
N4,あかちゃん,赤ちゃん,bébé,
N4,あがる,上がる [五段],"s'élever, grimper, augmenter",
N5,あかるい,明るい,clair,
N4,あかんぼう,赤ん坊,bébé,
N5,あき,秋,automne,
N5,あく,開く [五段],s'ouvrir,
N4,あく,空く [五段],"se vider, être vide, être disponible",
N4,アクセサリー,,accessoire,
N5,あける,開ける・明ける [一段],ouvrir,
N5,あげる,上げる [一段],donner,
N4,あげる,上げる [一段],augmenter,
N5,あさ,朝,matin,
N4,あさい,浅い,peu profond,
N5,あさごはん,朝ご飯,petit-déjeuner,
N5,あさって,明後日,après-demain,
N4,あさねぼう,朝寝坊,lève-tard,
N5,あし,足,jambe,
N5,あし,足,pied,
N4,あじ,味,goût,
N4,アジア,,"Asie, asiatique",
N5,あした,明日,demain,
N4,あす,明日,demain,
N5,あそこ,彼処,là-bas (loin du locuteur et de l'interlocuteur),
N5,あそび,遊び,jeu,
N5,あそぶ,遊ぶ [五段],jouer,
N5,あたたかい,温かい・暖かい,"tiède, chaud",
N5,あたま,頭,tête,
N5,あたらしい,新しい,nouveau,
N5,あちら,彼方,ce côté-là (loin du locuteur et de l'interlocuteur),
N5,あつい,暑い,chaud (temps météo.),
N5,あつい,厚い,"épais, lourd",
N5,あっち,彼方,ce côté-là (loin du locuteur et de l'interlocuteur),
N4,あつまる,集まる [五段],se réunir,
N4,あつめる,集める [一段],"réunir, rassembler",
N5,あと,後,après,
N4,アナウンサー,,"présentateur (TV, radio)",
N5,あなた,貴方,"tu, toi, ton (neutre)",
N5,あに,兄,grand-frère,
N5,あね,姉,grande-soeur,
N5,あの,,"bien, donc...",
N5,あの,彼の,ce (loin du locuteur et de l'interlocuteur),
N5,アパート,,appartement,
N5,あびる,浴びる [一段],"prendre une douche, prendre un bain, se dorer au soleil",
N5,あぶない,危ない,dangereux,
N4,アフリカ,,Afrique,
N5,あまい,甘い,"doux, délicieux, sucré",
N5,あまり,余り,pas tellement (+négatif),
N5,あめ,雨,pluie,
N5,あめ,飴,"bonbon, sucrerie",
N4,アメリカ,,Amérique,
N4,あやまる,謝る [五段],s'excuser,
N5,あらう,洗う [五段],laver,
N5,ある,有る [五段],"avoir, posséder",
N5,ある,在る [五段],"être, se trouver, exister",
N5,あるく,歩く [五段],marcher,
N4,アルコール,,alcool,
N4,アルバイト,,travail à temps partiel,
N5,あれ,彼,ceci (loin du locuteur et de l'interlocuteur),
N4,あんしんする,安心する,être tranquille,
N4,あんぜん,安全,sûr,
N4,あんな,,comme ça,
N4,あんな,,ce genre de,
N4,あんない,案内,"information, renseignement",
N4,あんないする,案内する,"guider, faire visiter",
N5,あんまり・あまり,余り,"excès, trop plein, surplus",
N5,いい・よい,良い,"plaisant, agréable, bien",
N5,"いいえ, いえ",否,non,
N5,いう,言う [五段],dire,
N5,いえ,家,maison,
N4,いか,以下,"moins de, au dessous-de, sous",
N4,いがい,以外,excepté,
N4,いかが,如何,comment ?,
N4,いがく,医学,médecine,
N4,いきる,生きる [一段],"vivre, exister",
N5,いく・ゆく,行く [五段]s,aller,
N5,いくつ,幾つ,combien ? (quantité),
N5,いくら,幾ら,combien ? (prix),
N5,いけ,池,étang,
N4,いけん,意見,"opinion, avis",
N5,いし,石,"pierre, roc",
N4,いじめる,苛める [一段],embêter,
N5,いしゃ,医者,"docteur, médecin",
N4,いじょう,以上,"plus de, au dessus-de, davantage",
N5,いす,椅子,chaise,
N5,いそがしい,忙しい,occupé,
N4,いそぐ,急ぐ [五段],se dépêcher,
N5,いたい,痛い,douloureux,
N4,いたす,致す [五段],faire (hum),
N5,いただきます,戴きます,merci pour ce repas (expression de gratitude avant de commencer à manger),
N4,いただく,戴く・頂く [五段],"recevoir (hum), manger ou boire",
N5,いち,一,un,
N4,いちど,一度,une fois,
N5,いちにち,一日,un jour,
N5,いちばん,一番,"meilleur, le premier, le numéro 1",
N5,いつ,何時,quand ?,
N5,いつか,五日,"cinquième jour du mois, 5 jours",
N5,いっしゅうかん,一週間,une semaine,
N5,いっしょ,一緒,ensemble,
N4,いっしょうけんめい,一生懸命,"de toute ses forces, très fort",
N5,いつつ,五つ,cinq,
N4,いってまいります,行って参ります,à tout à l'heure (se dit en partant lorsqu'on reviendra plus tard) (poli),
N4,いってらっしゃい,行ってらっしゃい,à tout à l'heure (se dit en partant lorsqu'on reviendra plus tard),
N4,いっぱい,一杯,"rempli, plein, ivre",
N5,いつも,何時も,"toujours, à chaque fois, jamais (+négatif)",
N4,いと,糸,fil,
N4,いない,以内,"avant de, moins de",
N4,いなか,田舎,campagne,
N5,いぬ,犬,chien,
N4,いのる,祈る [五段],prier pour,
N5,いま,今,maintenant,
N5,いみ,意味,"signification, sens",
N5,いもうと,妹,petite-soeur,
N5,いや,嫌・否,"désagréable, déplaisant",
N5,いらっしゃいませ,,"bienvenue (dans notre magasin, notre restaurant)",
N4,いらっしゃる,[五段],"venir, arriver (hum)",
N5,いりぐち,入り口,entrée,
N5,いる,要る [五段],"avoir besoin, nécessiter",
N5,いれる,入れる [一段],"introduire, mettre dedans, insérer, préparer (du thé, du café)",
N5,いろ,色,couleur,
N5,いろいろ,色々,"divers, variés",
N5,うえ,上,dessus,
N4,うえる,植える [一段],"planter, faire pousser (fleur, arbre...)",
N4,うかがう,伺う [五段],"demander, visiter (hum)",
N4,うけつけ,受付,"réception, bureau de renseignement",
N4,うける,受ける [一段],"recevoir, accepter, passer (un examen par exemple)",
N4,うごく,動く [五段],bouger,
N5,うしろ,後ろ,derrière,
N5,うすい,薄い,"mince, pâle (pour une couleur)",
N4,うそ,嘘,mensonge,
N5,うた,歌,"chanson, chant",
N5,うたう,歌う [五段],chanter,
N5,うち,家・内,"maison (sa), chez soi",
N4,うち,中,"entre, parmi",
N5,うちで,内で,chez soi,
N4,うつ,打つ・撃つ [五段],"frapper (une personne), battre",
N4,うつくしい,美しい,belle (envers une femme),
N4,うつす,写す [五段],"copier, reproduire, filmer, photographier",
N4,うつる,移る [五段],"déménager, transférer",
N4,うで,腕,bras,
N4,うまい,上手い,"doué, bon",
N5,うまれる,生まれる [一段],naître,
N5,うみ,海,mer,
N4,うら,裏,"côté opposé, derrière, partie cachée du regard",
N4,うりば,売り場,"lieu de vente, surface de vente",
N5,うる,売る [五段],vendre,
N4,うるさい,煩い,"bruyant, gênant",
N4,うれしい,嬉しい,content,
N5,うわぎ,上着,"manteau, veste",
N4,うん,,"ouais, ok, yeah (marque l'accord)",
N4,うんてん,運転,conduite (d'un véhicule),
N4,うんてんしゅ,運転手,conducteur,
N4,うんてんする,運転する,conduire,
N4,うんどう,運動,"mouvement, exercice",
N4,うんどうする,運動する,faire de l'exercice,
N5,え,絵,"image, dessin",
N5,えいが,映画,film,
N5,えいがかん,映画館,cinéma (bâtiment),
N5,えいご,英語,langue anglaise,
N5,ええ,,"oui, en effet, c'est cela",
N5,えき,駅,gare,
N4,エスカレーター,,escalateur,
N4,えだ,枝,branche,
N4,えらぶ,選ぶ [五段],choisir,
N5,エレベーター,,ascenseur,
N5,えん,円,yen,
N5,えんぴつ,鉛筆,crayon,
N4,えんりょ,遠慮,"réserve, distance, défiance",
N4,えんりょする,遠慮する,"être réservé, hésiter",
N5,おいしい,美味しい,"bon, délicieux",
N5,おいでになる,お出でになる [五段],"être, arriver (poli)",
N4,おいわい,お祝い,célébration,
N4,おうせつま,応接間,"salle de réception, salon",
N4,おおい,多い,"beaucoup, nombreux",
N5,おおきい,大きい,"grand, large",
N4,おおきな,大きな,"grand, large",
N5,おおぜい,大勢,foule,
N4,オートバイ,,moto,
N4,オーバー,,pardessus,
N5,おかあさん,お母さん,mère (polie),
N4,おかえりなさい,お帰りなさい,bienvenue à la maison (la notre),
N4,おかげ,お陰,"soutien, support",
N4,おかげさまで,お陰様で,merci à vous,
N5,おかし,お菓子,"gâteau, confiserie",
N4,おかしい,可笑しい,"étrange, drôle",
N5,おかね,お金,"argent, monnaie",
N5,おきる,起きる [一段],"se réveiller, se lever",
N5,おく,置く [五段],poser,
N4,おく,億,cent millions,
N5,おくさん,奥さん,épouse (d'un autre),
N4,おくじょう,屋上,toît,
N4,おくりもの,贈り物,cadeau,
N5,おくる,送る [五段],"envoyer, expédier, accompagner une personne",
N4,おくれる,後れる・遅れる [一段],"être en retard, être différé",
N5,おげんきで,お元気で,"portez-vous bien, prends soin de toi",
N4,おこさん,お子さん,enfant de quelqu'un d'autre,
N4,おこす,起こす [五段],"réveiller, lever",
N4,おこなう,行う [五段],"faire un numéro, exécuter, faire, avoir lieu",
N4,おこる,怒る [五段],"se fâcher, se mettre en colère",
N5,おじいさん,お爺さん,grand-père (polie),
N4,おしいれ,押入れ,placard,
N5,おしえる,教える [一段],"enseigner, instruire",
N5,おじさん,伯父さん・叔父さん,oncle (polie),
N4,おじょうさん,お嬢さん,jeune femme (poli),
N5,おす,押す [五段],"pousser, presser",
N5,おそい,遅い,lent,
N4,おだいじに,お大事に,bon rétablissement (à une personne malade),
N4,おたく,お宅,"votre maison, votre foyer (hum)",
N5,おちゃ,お茶,thé,
N4,おちる,落ちる [一段],"tomber, chuter",
